cell_id,ndvi_mean
-29.2500_-57.0000,0.6387207502930833
-29.2500_-57.2500,0.5955570926143025
-29.2500_-57.5000,0.6232175849941384
-29.2500_-57.7500,0.5455932004689332
-29.2500_-58.0000,0.6039620164126612
-29.2500_-58.2500,0.6891460726846426
-29.2500_-58.5000,0.6625350527549825
-29.2500_-58.7500,0.5778313012895663
-29.2500_-59.0000,0.6504609613130129
-29.2500_-59.2500,0.6222424384525206
-29.2500_-59.5000,0.30414923798358734
-29.2500_-59.7500,0.5728864009378664
-29.2500_-60.0000,0.4933113716295428
-29.2500_-60.2500,0.6244410316529894
-29.2500_-60.5000,0.6124024618991795
-29.2500_-60.7500,0.5371606096131302
-29.2500_-61.0000,0.4878192262602579
-29.2500_-61.2500,0.5803282532239157
-29.2500_-61.5000,0.5997198124267292
-29.2500_-61.7500,0.5337574443141853
-29.2500_-62.0000,0.4349753810082063
-29.2500_-62.2500,0.5039701055099648
-29.2500_-62.5000,0.5281245017584995
-29.2500_-62.7500,0.42760633059788977
-29.2500_-63.0000,0.4579308323563892
-29.2500_-63.2500,0.4701018757327081
-29.2500_-63.5000,0.5757316529894491
-29.2500_-63.7500,0.55708898007034
-29.2500_-64.0000,0.4620008206330598
-29.2500_-64.2500,0.07740621336459555
-29.2500_-64.5000,0.14685803048065652
-29.2500_-64.7500,0.5410193434935522
-29.2500_-65.0000,0.4498383352872216
-29.2500_-65.2500,0.5433226260257913
-29.2500_-65.5000,0.4676464243845252
-29.2500_-65.7500,0.32467561547479484
-29.2500_-66.0000,0.2512543962485346
-29.2500_-66.2500,0.3780654161781946
-29.2500_-66.5000,0.4092257913247362
-29.2500_-66.7500,0.522126143024619
-29.2500_-67.0000,0.24533001172332944
-29.2500_-67.2500,0.26936248534583823
-29.2500_-67.5000,0.23821910902696364
-29.2500_-67.7500,0.2512964830011723
-29.2500_-68.0000,0.2095052754982415
-29.5000_-57.0000,0.6423152403282533
-29.5000_-57.2500,0.6021475967174678
-29.5000_-57.5000,0.6622893317702228
-29.5000_-57.7500,0.6540323563892146
-29.5000_-58.0000,0.6382749120750294
-29.5000_-58.2500,0.6121750293083236
-29.5000_-58.5000,0.6170644783118405
-29.5000_-58.7500,0.6401957796014068
-29.5000_-59.0000,0.6033950762016413
-29.5000_-59.2500,0.5903758499413834
-29.5000_-59.5000,0.6766412661195781
-29.5000_-59.7500,0.5256746776084408
-29.5000_-60.0000,0.5412610785463072
-29.5000_-60.2500,0.5817957796014068
-29.5000_-60.5000,0.5905705744431419
-29.5000_-60.7500,0.4660981242672919
-29.5000_-61.0000,0.5559841735052755
-29.5000_-61.2500,0.5118093786635405
-29.5000_-61.5000,0.4543275498241501
-29.5000_-61.7500,0.5041025791324736
-29.5000_-62.0000,0.5230822977725674
-29.5000_-62.2500,0.4890888628370458
-29.5000_-62.5000,0.483209144196952
